id,name,type,source_seconds,roof_point_support,parent,inferred
F006,北侧村群住宅 006,flat,88,1,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F007,北侧村群住宅 007,flat,88,3,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F008,北侧村群住宅 008,flat,88,3,F004,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F009,北侧村群住宅 009,flat,88,2,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F010,北侧村群住宅 010,flat,88,4,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F011,北侧村群住宅 011,flat,88,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F012,北侧村群住宅 012,flat,88,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F013,北侧村群住宅 013,flat,88,1,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F014,北侧村群住宅 014,flat,88,3,F009,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F015,北侧远景住宅 015,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F016,北侧远景住宅 016,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F017,北侧远景住宅 017,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F018,北侧远景住宅 018,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F019,北侧远景住宅 019,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F020,北侧远景住宅 020,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F021,北侧远景住宅 021,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F022,北侧远景住宅 022,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F023,北侧远景住宅 023,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F025,北侧远景住宅 025,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F026,北侧远景住宅 026,flat,44,2,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F027,北侧远景住宅 027,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F028,北侧远景住宅 028,flat,44,4,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F029,北侧远景住宅 029,flat,44,8,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F030,北侧远景住宅 030,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F031,北侧远景住宅 031,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F032,北侧远景住宅 032,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F033,北侧远景住宅 033,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F034,北侧远景住宅 034,flat,44,12,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F035,北侧远景住宅 035,flat,44,26,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F036,北侧远景住宅 036,flat,44,9,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F037,北侧远景住宅 037,flat,44,14,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F038,北侧远景住宅 038,flat,44,4,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F039,北侧远景住宅 039,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F040,北侧远景住宅 040,flat,44,21,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F041,北侧远景住宅 041,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F042,北侧远景住宅 042,flat,44,1,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F043,北侧远景住宅 043,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F044,北侧远景住宅 044,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F045,北侧远景住宅 045,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F046,北侧远景住宅 046,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F047,北侧远景住宅 047,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F048,北侧远景住宅 048,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
F049,北侧远景住宅 049,flat,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G001,西北侧瓦房单元 001,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G002,西北侧瓦房单元 002,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G003,西北侧瓦房单元 003,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G004,西北侧瓦房单元 004,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G005,西北侧瓦房单元 005,gable,44,15,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G006,西北侧瓦房单元 006,gable,44,6,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G007,西北侧瓦房单元 007,gable,44,8,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G008,西北侧瓦房单元 008,gable,44,6,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G009,西北侧瓦房单元 009,gable,44,10,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G010,西北侧瓦房单元 010,gable,44,8,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G011,西北侧瓦房单元 011,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G012,西北侧瓦房单元 012,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G014,西北侧瓦房单元 014,gable,44,4,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G015,西北侧瓦房单元 015,gable,44,16,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G016,西北侧瓦房单元 016,gable,44,16,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G017,西北侧瓦房单元 017,gable,44,10,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G018,西北侧瓦房单元 018,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G019,西北侧瓦房单元 019,gable,44,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
G020,西北侧瓦房单元 020,gable,44,8,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
C001,南端路边旧灰楼,flat,20,55,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
C002,南端在建砖房,construction,20,571,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
C003,南端旧白色折角住宅,flat,20,2594,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
C004,南端左侧白色住宅,flat,20,14,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
C005,南端小型附属房,flat,20,2,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
D001,老村红顶公共建筑,gable,256,0,,背面、遮挡区域、门窗及附属细节按用户授权推测；尺寸为近似值。
